#bodytypes																																						
Id	ActorId	CreatureClass	Eccolapse	MutateBodyTypeId	Health	PainThresholdLimit	PainThresholdRegen	MeleeDamage	ResistSheet	WoundSlots	BaseActionPoints	MeleeAccuracy	RangeAccuracy	Dodge	MeleeThrowbackChance	ReceiveAmputationChance	ReceiveWoundChanceMult	AttackWoundChanceMult	QuazimorphosisReward	ScaleQuasimorphStats	IgnoreThrowback	HasInventoryWeaponSlots	HasInventoryEquipmentSlots	DeathExplosionRadius	DeathExplosionDamageType	DeathExplosionDamage	Immunity	Immobile	CanFly	HairTypesList	HairColorsList	OverrideBareHandWeapon	WeaponRandomConditionCapacity					
bruiser	man woman		class_police	human_military	0	Bruiser 4 Faction 12 Military 3 Security 2 Common 1 CyberAug 3	40 70	Knife 4 Club 6 Fist 6 Blade 6 Axe 7	None 1	Cloth 4 LightArmor 6 MediumArmor 10 HeavyArmor 3 PowerArmor 2	Cloth 1 LightArmor 6 MediumArmor 10 HeavyArmor 3 PowerArmor 2	Cloth 1 LightArmor 6 MediumArmor 10 HeavyArmor 3 PowerArmor 2	Cloth 1 LightArmor 6 MediumArmor 10 HeavyArmor 3 PowerArmor 2	5 10	0 2	Grenade 1 Vest 8 Backpack 12 Pills 1 Syringe 1 Parts 1 Food 5 Drink 5 Alcohol 3 MilitaryBarter 1 Turret 1		6	30	2	0	8 12 -0.10 -0.05	blunt 8	0.25	0.00	0.05	1	0		TRUE	TRUE		0 3	Industrial 10 Drill 30 Combat 5 None 75	0 1	Basic 5 None 95		
swat	man woman		class_military	human_grenadier	0	SWAT 6 Faction 12 Military 3 Security 2 Common 1 CyberAug 3	50 90	Pistol 6 Smg 2 Shotgun 12 Axe 6 Blade 7	None 15 Knife 4 Axe 2 Blade 1	Cloth 3 LightArmor 1 MediumArmor 14 HeavyArmor 10 PowerArmor 6	Cloth 1 LightArmor 1 MediumArmor 14 HeavyArmor 10 PowerArmor 6	Cloth 1 LightArmor 1 MediumArmor 14 HeavyArmor 10 PowerArmor 6	Cloth 1 LightArmor 1 MediumArmor 14 HeavyArmor 10 PowerArmor 6	10 15	0 3	Grenade 1 Vest 8 Backpack 12 Pills 1 Syringe 1 Parts 1 Food 5 Drink 5 Alcohol 3 MilitaryBarter 1 Turret 1		6	20	2	0	6 7 -0.20 -0.05		0.20	0.10	0.00	0	0		TRUE	TRUE		0 2	Combat 100	0 1	Basic 100		
berserk	man woman		class_military	human_military	0	Berserk 4 Faction 12 Specops 5 Military 3 Security 2 Common 1 CyberAug 3	40 80	Knife 5 Club 9 Fist 6 Blade 8 Axe 10	None 1	Cloth 10 LightArmor 12 MediumArmor 5 HeavyArmor 1	Cloth 8 LightArmor 12 MediumArmor 5 HeavyArmor 1	Cloth 8 LightArmor 12 MediumArmor 5 HeavyArmor 1	Cloth 8 LightArmor 12 MediumArmor 5 HeavyArmor 1	5 10	0 1	Grenade 1 Vest 8 Backpack 12 Pills 1 Syringe 1 Parts 1 Food 5 Drink 5 Alcohol 3 MilitaryBarter 1 Turret 1		6	30	2	0	0 0 0.0 0.00		0.10	0.00	0.00	1	0		TRUE	TRUE		1 3	Industrial 10 Drill 20 Recreation 10 Blade 20 None 70	0 2	Basic 15 None 85		
pyromancer	man woman		class_military	human_military	0	Pyromancer 4 Faction 12 Specops 5 Military 3 Security 2 Common 1 CyberAug 3	40 80	Flamethrower 10	Pistol 5 Club 6	Cloth 1 MediumArmor 10 HeavyArmor 12 PowerArmor 16	Cloth 3 MediumArmor 10 HeavyArmor 12 PowerArmor 16	Cloth 3 MediumArmor 10 HeavyArmor 12 PowerArmor 16	Cloth 3 MediumArmor 10 HeavyArmor 12 PowerArmor 16	15 40	1 2	Grenade 1 Vest 8 Backpack 12 Pills 1 Syringe 1 Parts 1 Food 5 Drink 5 Alcohol 3 MilitaryBarter 1		6	30	2	0	0 0 0.0 0.00	fire 12	0.20	0.00	0.00	0	0		TRUE	TRUE		0 3	Industrial 30 Combat 5 None 65	1 3	Basic 20 None 80		
soldier	man woman		class_military	human_military	0	Soldier 4 Faction 12 Specops 5 Military 3 Security 2 Common 1 CyberAug 3	60 90	AssaultRifle 11 Machinegun 8 Smg 3 Shotgun 1 Pistol 2 RocketLauncher 3 GrenadeLauncher 2	None 16 Knife 4 Blade 2	Cloth 4 LightArmor 8 MediumArmor 12 HeavyArmor 14 PowerArmor 8	Cloth 2 LightArmor 8 MediumArmor 12 HeavyArmor 14 PowerArmor 8	Cloth 2 LightArmor 8 MediumArmor 12 HeavyArmor 14 PowerArmor 8	Cloth 2 LightArmor 8 MediumArmor 12 HeavyArmor 14 PowerArmor 8	8 16	1 2	ThrowableWeapon 3 Grenade 1 Vest 10 Backpack 12 Pills 1 Syringe 1 Parts 1 Food 3 Drink 3 Alcohol 5 MilitaryBarter 1 Turret 2		7	40	6	1	4 6 -0.15 0.05		0.05	0.20	0.05	0	0		TRUE	TRUE		1 3	Industrial 5 Combat 15 Machinegun 25 None 70	0 2	Basic 15 None 85		
agent	man woman		class_military	human_military	0	Agent 4 Faction 12 Military 3 Security 2 Common 1 CyberAug 3	60 90	Pistol 12 Smg 10 AssaultRifle 1 MarksmanRifle 1 Blade 3	None 10 Knife 2	Cloth 12 LightArmor 16 MediumArmor 6	Cloth 10 LightArmor 16 MediumArmor 6	Cloth 10 LightArmor 16 MediumArmor 6	Cloth 10 LightArmor 16 MediumArmor 6	5 10	0 2	ThrowableWeapon 3 Grenade 1 Vest 8 Backpack 12 Pills 1 Syringe 1 Parts 1 Food 5 Drink 5 Alcohol 3 MilitaryBarter 1		7	20	4	0	4 6 -0.15 0.05		0.05	0.25	0.10	0	0		TRUE	TRUE		1 2	Combat 5 Recreation 12 Blade 12 None 80	0 1	Basic 5 None 95		
security	man woman		class_police	human_military	0	Faction 12 Military 3 Security 5 Common 1 CyberAug 3	40 80	Pistol 12 Smg 6 Shotgun 6 AssaultRifle 3	None 15 Pistol 3	Cloth 10 LightArmor 12 MediumArmor 10 HeavyArmor 6 PowerArmor 2	Cloth 8 LightArmor 12 MediumArmor 10 HeavyArmor 6 PowerArmor 2	Cloth 8 LightArmor 12 MediumArmor 10 HeavyArmor 6 PowerArmor 2	Cloth 8 LightArmor 12 MediumArmor 10 HeavyArmor 6 PowerArmor 2	5 10	0 2	Grenade 1 Vest 8 Backpack 12 Pills 1 Syringe 1 Parts 1 Food 5 Drink 5 Alcohol 3 MilitaryBarter 1 Turret 3		6	30	4	0	6 7 -0.20 -0.05	blunt 6	0.00	0.2	0.05	0	0		TRUE	TRUE		0 2	Industrial 12 Drill 12 Recreation 12 Blade 12 None 70	0 1	Basic 5 None 95		
pmc	man woman		class_military	human_military	0	Faction 12 Military 3 Security 2 Common 1 CyberAug 3	65 85	Pistol 3 Shotgun 5 Smg 4 AssaultRifle 8	None 1	Cloth 2 LightArmor 6 MediumArmor 12 HeavyArmor 10 PowerArmor 8	Cloth 2 LightArmor 6 MediumArmor 12 HeavyArmor 10 PowerArmor 8	Cloth 2 LightArmor 6 MediumArmor 12 HeavyArmor 10 PowerArmor 8	Cloth 2 LightArmor 6 MediumArmor 12 HeavyArmor 10 PowerArmor 8	4 16	0 2	ThrowableWeapon 5 Grenade 2 Vest 8 Backpack 14 Pills 1 Syringe 1 Parts 1 Food 5 Drink 5 Alcohol 3 MilitaryBarter 1		6	20	4	0	6 7 -0.20 -0.05		0.00	0.05	0.00	0	0		TRUE	TRUE		1 4	Combat 12 Machinegun 6 None 85	0 1	Basic 5 None 95		
heavypmc	man woman		class_military	human_military	0	Faction 12 Specops 5 Military 3 Security 2 Common 1 CyberAug 3	60 90	Pistol 1 Smg 2 Shotgun 2 AssaultRifle 5 Machinegun 12 MarksmanRifle 10 Flamethrower 10 RocketLauncher 9	None 20 Pistol 5	Cloth 2 LightArmor 3 MediumArmor 12 HeavyArmor 14 PowerArmor 16	Cloth 2 LightArmor 3 MediumArmor 12 HeavyArmor 14 PowerArmor 16	Cloth 2 LightArmor 3 MediumArmor 12 HeavyArmor 14 PowerArmor 16	Cloth 2 LightArmor 3 MediumArmor 12 HeavyArmor 14 PowerArmor 16	4 16	1 2	ThrowableWeapon 5 Grenade 2 Vest 8 Backpack 14 Pills 1 Syringe 1 Parts 1 Food 5 Drink 5 Alcohol 3 MilitaryBarter 1		6	50	8	1	6 7 -0.20 -0.05	blunt 4 pierce 4 lacer 4	0.00	0.10	0.00	0	0		TRUE	TRUE		1 4	Combat 24 Machinegun 12 None 70	0 2	Basic 15 None 85		
civilian	man woman		class_civilian	human_armed_civilian	0	Reserve 3 Civilian 8 Common 2 Faction 2 CyberAug 3	10 90	Fist 2 Knife 4 Pistol 3 None 5	None 1	None 5 Cloth 15 LightArmor 2	None 1 Cloth 15 LightArmor 2	None 1 Cloth 15 LightArmor 2	None 1 Cloth 15 LightArmor 2	4 8	0 1	Grenade 1 Vest 4 Backpack 6 Pills 1 Syringe 1 Parts 1 Food 5 Drink 5 Alcohol 3 Data 2		6	0	0	0	0 0 -0.2 -0.10		0.00	0.00	-0.05	0	0		TRUE	TRUE		0 1	Recreation 15 None 85	0 1	Basic 5 None 95		
prisoner	man woman		class_prisonier	human_armed_civilian	0	Prison 9 Common 1 CyberAug 3	10 55	Knife 6 Fist 4 None 5 Club 4 Blade 3	None 20 Knife 3	None 10 Cloth 6 LightArmor 6 MediumArmor 4 HeavyArmor 2	None 2 Cloth 6 LightArmor 6 MediumArmor 4 HeavyArmor 2	None 1 Cloth 6 LightArmor 6 MediumArmor 4 HeavyArmor 2	None 1 Cloth 6 LightArmor 6 MediumArmor 4 HeavyArmor 2	0 0	0 2	Grenade 1 Vest 4 Backpack 6 Pills 1 Syringe 1 Parts 1 Food 5 Drink 5 Alcohol 3 MilitaryBarter 1		6	10	0	0	2 4 -0.2 -0.10		0.00	0.00	0.00	0	0.1		TRUE	TRUE		0 2	Industrial 6 Drill 8 Recreation 6 Blade 4 None 80	0 0	None 100		
prisoner_worker	man woman		class_worker	human_armed_civilian	0	Prison 6 Worker 6 Common 1 CyberAug 3	20 70	Club 5 Axe 3 Knife 6 Fist 5 Blade 4 Machinegun 2 Pistol 3	None 1	None 10 Cloth 9 LightArmor 6 MediumArmor 4 HeavyArmor 1 PowerArmor 1	None 3 Cloth 9 LightArmor 6 MediumArmor 4 HeavyArmor 1 PowerArmor 1	Cloth 9 LightArmor 6 MediumArmor 4 HeavyArmor 1 PowerArmor 1	Cloth 9 LightArmor 6 MediumArmor 4 HeavyArmor 1 PowerArmor 1	2 4	0 1	Grenade 1 Vest 4 Backpack 6 Pills 1 Syringe 1 Parts 1 Food 5 Drink 5 Alcohol 3 MilitaryBarter 1		6	15	0	0	2 4 -0.2 -0.10		0.00	0.00	0.00	0	0.1		TRUE	TRUE		1 4	Industrial 12 Drill 16 Recreation 4 Blade 1 None 75	0 0	None 100		
prisoner_miner	man woman		class_miner	human_armed_civilian	0	Prison 6 Miner 6 Common 1 CyberAug 3	20 70	Club 6 Axe 4 Knife 6 Fist 5 Blade 4 Flamethrower 2	None 1	None 6 Cloth 9 LightArmor 6 MediumArmor 4 HeavyArmor 1 PowerArmor 1	None 3 Cloth 9 LightArmor 6 MediumArmor 4 HeavyArmor 1 PowerArmor 1	Cloth 9 LightArmor 6 MediumArmor 4 HeavyArmor 1 PowerArmor 1	Cloth 9 LightArmor 6 MediumArmor 4 HeavyArmor 1 PowerArmor 1	2 4	0 1	Grenade 1 Vest 4 Backpack 6 Pills 1 Syringe 1 Parts 1 Food 5 Drink 5 Alcohol 3 MilitaryBarter 1		6	15	0	0	2 4 -0.2 -0.10		0.00	0.00	0.00	0	0.1		TRUE	TRUE		1 3	Industrial 8 Drill 20 Recreation 4 Blade 1 None 75	0 0	None 100		
mindcontrolled	possessedman possessedwoman		possessed	mindcontrolled	0	MindControlled 4 Possessed 9 Common 1 CyberAug 3	5 35	Knife 3 Club 6 Axe 6 None 1	None 1	None 1	Cloth 5 None 5	Cloth 1	Cloth 1	0 0	0 1	Grenade 1 Vest 4 Backpack 6 Pills 1 Syringe 1 Parts 1 Food 5 Drink 5 Alcohol 6 MilitaryBarter 1	chu_head_device_1	6	10	0	0	0 0 -0.4 -0.10	blunt 6 pierce 6 lacer 6	0.00	0.00	0.00	1	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
mindcontrolled_worker	possessedman possessedwoman		possessed	mindcontrolled	0	MindControlled 3 Possessed 3 Worker 8 Common 1 CyberAug 3	10 45	Club 5 Axe 5 Knife 2 Fist 2 Blade 4 Machinegun 2 Pistol 3	None 1	None 1	Cloth 10 LightArmor 4 MediumArmor 1 HeavyArmor 1 PowerArmor 1	Cloth 10 LightArmor 4 MediumArmor 1 HeavyArmor 1 PowerArmor 1	Cloth 10 LightArmor 4 MediumArmor 1 HeavyArmor 1 PowerArmor 1	2 4	0 1	Grenade 1 Vest 4 Backpack 6 Pills 1 Syringe 1 Parts 1 Food 5 Drink 5 Alcohol 6 MilitaryBarter 1	chu_head_device_1	6	15	0	0	0 0 -0.4 -0.10	blunt 6 pierce 6 lacer 6	0.00	0.00	0.00	1	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
mindcontrolled_miner	possessedman possessedwoman		possessed	mindcontrolled	0	MindControlled 3 Possessed 3 Miner 8 Common 1 CyberAug 3	10 45	Club 6 Axe 6 Knife 2 Fist 2 Blade 4 Flamethrower 2	None 1	None 1	Cloth 10 LightArmor 4 MediumArmor 1 HeavyArmor 1 PowerArmor 1	Cloth 10 LightArmor 4 MediumArmor 1 HeavyArmor 1 PowerArmor 1	Cloth 10 LightArmor 4 MediumArmor 1 HeavyArmor 1 PowerArmor 1	2 4	0 1	Grenade 1 Vest 4 Backpack 6 Pills 1 Syringe 1 Parts 1 Food 5 Drink 5 Alcohol 6 MilitaryBarter 1	chu_head_device_1	6	15	0	0	0 0 -0.4 -0.10	blunt 6 pierce 6 lacer 6	0.00	0.00	0.00	1	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
mindcontrolled_prisoner	possessedman possessedwoman		possessed	mindcontrolled	0	MindControlled 3 Possessed 3 Prison 8 Common 1 CyberAug 3	10 40	Knife 8 Fist 4 Axe 4 None 4 Club 8	None 1	None 1	Cloth 12 LightArmor 5 MediumArmor 2	Cloth 12 LightArmor 5 MediumArmor 2	Cloth 12 LightArmor 5 MediumArmor 2	0 0	0 1	Grenade 1 Vest 4 Backpack 6 Pills 1 Syringe 1 Parts 1 Food 5 Drink 5 Alcohol 6 MilitaryBarter 1	chu_head_device_1	6	20	0	0	2 4 -0.2 -0.10	blunt 6 pierce 6 lacer 6	0.00	0.00	0.00	1	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
possessed	possessedman possessedwoman		possessed	possesed	0	Possessed 9 Common 1 CyberAug 3 PossessedAug 0.01	5 35	Knife 4 Fist 2 Club 4 Axe 2 Blade 3 None 6	None 1	None 1	Cloth 5 None 5	Cloth 1	Cloth 1	0 0	0 1	Grenade 1 Vest 4 Backpack 6 Pills 1 Syringe 1 Parts 2 Food 5 Drink 5 Alcohol 3		6	0	0	0	0 0 -0.4 -0.10	blunt 4 pierce 4 lacer 4	0.00	0.00	0.00	1	0		TRUE	FALSE		1 3	Quasimorphic 20 Centaur 5 Industrial 8 Drill 8 None 65	0 0	None 100		
possessed_worker	possessedman possessedwoman		possessed	possesed	0	Possessed 6 Worker 9 Common 1 CyberAug 3 PossessedAug 0.01	5 35	Club 5 Axe 4 Fist 3 Knife 4 Blade 4 Machinegun 2 Pistol 3	None 1	None 2 Cloth 7 LightArmor 4 MediumArmor 1 HeavyArmor 1 PowerArmor 1	None 2 Cloth 7 LightArmor 4 MediumArmor 1 HeavyArmor 1 PowerArmor 1	None 2 Cloth 7 LightArmor 4 MediumArmor 1 HeavyArmor 1 PowerArmor 1	None 2 Cloth 7 LightArmor 4 MediumArmor 1 HeavyArmor 1 PowerArmor 1	2 4	0 1	Grenade 1 Vest 4 Backpack 6 Pills 1 Syringe 1 Parts 2 Food 5 Drink 5 Alcohol 3		6	5	0	0	0 0 -0.4 -0.10	blunt 4 pierce 4 lacer 4	0.00	0.00	0.00	1	0		TRUE	FALSE		2 4	Quasimorphic 20 Centaur 5 Industrial 10 Drill 10 None 60	0 0	None 100		
possessed_miner	possessedman possessedwoman		possessed	possesed	0	Possessed 6 Miner 9 Common 1 CyberAug 3 PossessedAug 0.01	5 35	Club 6 Axe 5 Fist 3 Knife 4 Blade 4 Flamethrower 2	None 1	None 2 Cloth 7 LightArmor 4 MediumArmor 1 HeavyArmor 1 PowerArmor 1	None 2 Cloth 7 LightArmor 4 MediumArmor 1 HeavyArmor 1 PowerArmor 1	None 2 Cloth 7 LightArmor 4 MediumArmor 1 HeavyArmor 1 PowerArmor 1	None 2 Cloth 7 LightArmor 4 MediumArmor 1 HeavyArmor 1 PowerArmor 1	2 4	0 1	Grenade 1 Vest 4 Backpack 6 Pills 1 Syringe 1 Parts 2 Food 5 Drink 5 Alcohol 3		6	5	0	0	0 0 -0.4 -0.10	blunt 4 pierce 4 lacer 4	0.00	0.00	0.00	1	0		TRUE	FALSE		2 3	Quasimorphic 20 Centaur 5 Industrial 5 Drill 15 None 60	0 0	None 100		
possessed_prisoner	possessedman possessedwoman		possessed	possesed	0	Possessed 4 Prison 8 Common 1 CyberAug 3 PossessedAug 0.01	10 35	Knife 8 Fist 5 Axe 3 None 4 Club 6 Blade 3	None 1	None 2 Cloth 7 LightArmor 4 MediumArmor 1 HeavyArmor 1 PowerArmor 1	None 2 Cloth 7 LightArmor 4 MediumArmor 1 HeavyArmor 1 PowerArmor 1	None 2 Cloth 7 LightArmor 4 MediumArmor 1 HeavyArmor 1 PowerArmor 1	None 2 Cloth 7 LightArmor 4 MediumArmor 1 HeavyArmor 1 PowerArmor 1	0 0	0 1	Grenade 1 Vest 4 Backpack 6 Pills 1 Syringe 1 Parts 2 Food 5 Drink 5 Alcohol 3		6	10	0	0	2 4 -0.2 -0.10	blunt 4 pierce 4 lacer 4	0.00	0.00	0.00	1	0		TRUE	FALSE		1 3	Quasimorphic 10 Centaur 10 Industrial 5 Drill 15 Recreation 5 Blade 10 None 60	0 0	None 100		
worker	man woman		class_worker	human_armed_civilian	0	Worker 9 Reserve 3 Civilian 4 Common 2 Faction 2 CyberAug 3	40 70	Club 3 Axe 3 Fist 2 Blade 4 Machinegun 2 Pistol 5	None 1	None 2 Cloth 7 LightArmor 4 MediumArmor 5 HeavyArmor 6 PowerArmor 1	Cloth 3 LightArmor 4 MediumArmor 5 HeavyArmor 6 PowerArmor 2	Cloth 3 LightArmor 4 MediumArmor 5 HeavyArmor 6 PowerArmor 2	Cloth 3 LightArmor 4 MediumArmor 5 HeavyArmor 6 PowerArmor 2	5 10	0 2	Grenade 1 Vest 4 Backpack 6 Pills 1 Syringe 1 Parts 1 Food 5 Drink 5 Alcohol 6 IndustrialBarter 3		6	5	0	0	0 0 -0.2 0.10	blunt 6 pierce 6 lacer 6	0.00	0.00	0.00	0	0		TRUE	TRUE		1 4	Industrial 16 Drill 16 None 80	0 1	Basic 5 None 95		
miner	man woman		class_miner	human_armed_civilian	0	Miner 9 Reserve 3 Civilian 4 Common 2 Faction 2 CyberAug 3	50 70	Club 4 Axe 4 Fist 2 Blade 4 Flamethrower 2	None 1	None 2 Cloth 7 LightArmor 4 MediumArmor 5 HeavyArmor 6 PowerArmor 1	Cloth 3 LightArmor 4 MediumArmor 5 HeavyArmor 6 PowerArmor 2	Cloth 3 LightArmor 4 MediumArmor 5 HeavyArmor 6 PowerArmor 2	Cloth 3 LightArmor 4 MediumArmor 5 HeavyArmor 6 PowerArmor 2	5 10	0 2	Grenade 1 Vest 4 Backpack 6 Pills 1 Syringe 1 Parts 1 Food 5 Drink 5 Alcohol 6 IndustrialBarter 2		6	5	0	0	0 0 -0.2 0.10	blunt 6 pierce 6 lacer 6	0.00	0.00	0.00	0	0		TRUE	TRUE		1 3	Industrial 14 Drill 16 None 80	0 1	Basic 5 None 95		
medic	man woman		class_medic	human_armed_civilian	0	Medical 9 Combatmedic 1 Reserve 3 Civilian 4 Common 2 Faction 2 CyberAug 3	50 80	Pistol 7 Smg 4 Knife 2 Blade 3	None 1	None 2 Cloth 5 LightArmor 6	Cloth 5 LightArmor 6	Cloth 5 LightArmor 6	Cloth 5 LightArmor 6	5 10	1 2	Grenade 1 Vest 4 Backpack 6 Pills 3 Syringe 3 Medpack 5 Parts 1 Food 5 Drink 5 Alcohol 3 ScienceBarter 2		6	10	0	0	0 0 -0.4 -0.10		0.05	0.05	0.10	0	0		TRUE	TRUE		0 2	Industrial 5 Combat 5 Recreation 5 None 85	0 1	Basic 5 None 95		
combatmedic	man woman		class_medic	human_military	0	Medical 4 Combatmedic 6 Faction 12 Military 3 Security 2 Common 1 CyberAug 3	70 95	Smg 6 Shotgun 6 AssaultRifle 6 Blade 5	None 1	Cloth 4 LightArmor 6 MediumArmor 8 HeavyArmor 10 PowerArmor 1	Cloth 4 LightArmor 6 MediumArmor 8 HeavyArmor 10 PowerArmor 1	Cloth 4 LightArmor 6 MediumArmor 8 HeavyArmor 10 PowerArmor 1	Cloth 4 LightArmor 6 MediumArmor 8 HeavyArmor 10 PowerArmor 1	4 14	1 3	Grenade 2 Vest 8 Backpack 10 Pills 3 Syringe 3 Medpack 7 Parts 1 Food 5 Drink 5 Alcohol 3 ScienceBarter 1		6	20	10	0	2 4 -0.3 -0.10	pierce 2 lacer 2 poison 2	0.05	0.10	0.10	0	0		TRUE	TRUE		1 4	Industrial 5 Combat 14 Machinegun 6 Recreation 5 None 75	0 1	Basic 5 None 95		
scientist	man woman		class_scientist	human_armed_civilian	3	Science 9 Reserve 3 Civilian 4 Common 2 Faction 10 CyberAug 3	50 80	Pistol 4 Smg 4 Shotgun 2 Flamethrower 2 AssaultRifle 2 MarksmanRifle 2 Machinegun 2 RocketLauncher 1	None 1	Cloth 5 None 5	Cloth 10	Cloth 10	Cloth 10	5 10	1 2	Grenade 1 Vest 4 Backpack 6 Pills 1 Syringe 1 Parts 1 Food 5 Drink 5 Alcohol 3 ScienceBarter 4 Data 2 Cyborg 3 Turret 3 RepairKit 3		8	15	0	0	0 0 0.0 0.00		0.00	0.1	0.05	0	0		TRUE	TRUE		0 3	Industrial 9 Drill 5 None 90	1 2	Basic 15 None 85		
professor	man woman		class_scientist	human_military	2	Science 8 Reserve 3 Civilian 4 Common 2 Faction 10 CyberAug 3	50 80	Pistol 4 Smg 4 Shotgun 2 Flamethrower 2 AssaultRifle 2 MarksmanRifle 2 Machinegun 2 RocketLauncher 1	None 1	None 3 Cloth 3 LightArmor 7 MediumArmor 6	Cloth 3 LightArmor 7 MediumArmor 6	Cloth 3 LightArmor 7 MediumArmor 6	Cloth 3 LightArmor 7 MediumArmor 6	5 10	1 2	Grenade 1 Vest 4 Backpack 6 Pills 1 Syringe 1 Parts 1 Food 5 Drink 5 Alcohol 3 ScienceBarter 3 Data 5 Cyborg 2 Turret 2 RepairKit 3		8	15	6	0	0 0 0.0 0.00	cold 2 poison 2 shock 2 beam 2	0.05	0.05	0.00	0	0		TRUE	TRUE		0 3	Recreation 9 Blade 6 None 90	1 2	Basic 15 None 85		
manager	man woman		class_civilian	human_armed_civilian	0	Managment 9 Reserve 4 Civilian 6 Common 2 Faction 3 CyberAug 3	50 80	Pistol 6 Smg 3 Shotgun 3 Club 2 Fist 2 Knife 1	None 1	None 6 Cloth 5 LightArmor 6 MediumArmor 3	Cloth 5 LightArmor 6 MediumArmor 3	Cloth 5 LightArmor 6 MediumArmor 3	Cloth 5 LightArmor 6 MediumArmor 3	5 10	0 2	Grenade 1 Vest 4 Backpack 6 Pills 1 Syringe 1 Parts 1 Food 5 Drink 5 Alcohol 3 Data 4		6	10	6	0	4 6 -0.15 0.05		0.00	0.05	0.05	0	0.1		TRUE	TRUE		0 2	Industrial 5 Recreation 10 None 85	0 1	Basic 5 None 95		
enforcer	man woman		class_military	human_military	0	Faction 12 Military 3 Security 2 Common 1 CyberAug 3	80 100	Smg 2 AssaultRifle 2 Pistol 1 Flamethrower 4 Machinegun 4 Minigun 4 GrenadeLauncher 4 RocketLauncher 3	None 5 Pistol 2	Cloth 1 LightArmor 5 MediumArmor 12 HeavyArmor 10 PowerArmor 8	Cloth 1 LightArmor 5 MediumArmor 12 HeavyArmor 10	Cloth 1 LightArmor 5 MediumArmor 12 HeavyArmor 10	Cloth 1 LightArmor 5 MediumArmor 12 HeavyArmor 10	5 10	0 2	Grenade 1 Vest 8 Backpack 12 Pills 1 Syringe 1 Parts 1 Food 5 Drink 7 Alcohol 3 MilitaryBarter 1 Turret 1		6	30	8	1	4 6 -0.15 0.05		0.00	0.15	0.10	0	0		TRUE	TRUE		2 4	Industrial 10 Combat 5 Machinegun 30 None 70	0 2	Basic 15 None 85		
recruit	man woman		class_military	human_armed_civilian	0	Soldier 3 Military 6 Faction 6 Common 3 CyberAug 3	30 60	AssaultRifle 12 Machinegun 9 Smg 3 Shotgun 1 Pistol 2	Knife 3 None 7	None 4 Cloth 10 LightArmor 12 MediumArmor 2	Cloth 10 LightArmor 12 MediumArmor 2	Cloth 10 LightArmor 12 MediumArmor 2	Cloth 10 LightArmor 12 MediumArmor 2	8 16	0 1	ThrowableWeapon 4 Grenade 2 Vest 6 Backpack 10 Pills 1 Syringe 1 Parts 1 Food 3 Drink 3 Alcohol 5 MilitaryBarter 1		6	10	0	0	2 4 -0.2 -0.10		0.00	0.00	0.00	0	0		TRUE	TRUE		0 3	Industrial 4 Drill 4 Combat 10 None 85	0 0	None 100		
combatnerd	man woman		class_military	human_military	2	Science 5 Military 3 Faction 7 Common 1 CyberAug 3	70 95	Pistol 4 Smg 4 Shotgun 2 Flamethrower 2 AssaultRifle 2 MarksmanRifle 2 Machinegun 2	None 10 Pistol 4	Cloth 3 LightArmor 8 MediumArmor 12 HeavyArmor 10 PowerArmor 1	Cloth 3 LightArmor 8 MediumArmor 12 HeavyArmor 10 PowerArmor 1	Cloth 3 LightArmor 8 MediumArmor 12 HeavyArmor 10 PowerArmor 1	Cloth 3 LightArmor 8 MediumArmor 12 HeavyArmor 10 PowerArmor 1	4 14	1 3	Grenade 1 Vest 4 Backpack 9 Pills 1 Syringe 1 Parts 1 Food 5 Drink 5 Alcohol 3 ScienceBarter 4 Data 2 Cyborg 3 Turret 3		8	30	10	0	2 4 -0.3 -0.10	pierce 2 lacer 2 poison 2	0.05	0.10	0.10	0	0		TRUE	TRUE		2 5	Industrial 3 Drill 6 Combat 5 Machinegun 20 Recreation 5 Blade 5 None 75	1 3	Basic 15 None 85		
freeprisoner	man woman		class_prisonier	human_armed_civilian	0	Prison 5 Faction 5 Common 1 CyberAug 3	35 75	Knife 6 Pistol 4 Smg 4 Club 4	None 1	None 9 Cloth 5 LightArmor 4 MediumArmor 2 HeavyArmor 1	Cloth 6 LightArmor 6 MediumArmor 3 HeavyArmor 2	Cloth 6 LightArmor 6 MediumArmor 3 HeavyArmor 2	Cloth 6 LightArmor 6 MediumArmor 3 HeavyArmor 2	0 0	0 1	Grenade 1 Vest 6 Backpack 6 Pills 1 Syringe 1 Parts 1 Food 8 Drink 5 Alcohol 5 MilitaryBarter 2		6	10	0	0	2 4 -0.2 -0.10		0.00	0.00	0.00	0	0		TRUE	TRUE		0 3	Industrial 8 Drill 8 Recreation 7 Blade 10 None 80	0 1	Basic 5 None 95		
